CODIGO_PRODUTO,DESCRICAO_MATERIAL,TEXTO_DESCRITIVO
215650,ESPÁTULA MIMO SILICONE GRANDE 5912 VM,"ESPÁTULA MIMO SILICONE GRANDE 5912 VM . Categoria: UTILIDADE DOMÉSTICA > ACESSORIOS_DE_COZINHA . Preço final: R$ 19.00 . Descrição do produto: Espátula Mimo Grande De Silicone 5912 SN1739 Vermelho / Garantia do Fabricante:03 meses / Marca:Mimo Style / Modelo:Meia Espátula / Referência:5912 SN1739 / Cor:Vermelho / Material:Silicone / Tipo:Grande / Pode ir ao Micro-Ondas:Não / Pode ir Máquina Lava-Louças:Sim / Característica:Não danifica panelas com revestimento antiaderente / Conteúdo da Embalagem:Contém 01 espátula / Dimensões do Produto:28,5 x 5,5 x 2,0 cm / Peso do Produto:97 g / EAN:7898618042511 / Aviso: . Avaliado por 145 clientes, com nota média de 4.9 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""excelente"",""prático"",""resistente"",""durabilidade"",""facilidade de limpeza"",""design"",""utilidade"",""qualidade"",""bom custo benefício"",""muito útil""],""Caracteristicas_Negativas"":[""material mole"",""insatisfação"",""ponta mole"",""qualidade duvidosa""]} . Clientes também compraram: 215647 - COLHER MIMO SILICONE 5911 VM, 204247 - PINCEL MIMO SILICONE SN1740 VM, 215649 - ESPÁTULA MIMO VAZADA SILICONE 5909 VM, 215648 - CONCHA MIMO SILICONE 5910 VM, 215652 - ESPÁTULA MIMO SILICONE PEQ 5913 VM ."
218703,ESCUMADEIRA BRINOX JORNATA 1649/304 IN,"ESCUMADEIRA BRINOX JORNATA 1649/304 IN . Categoria: UTILIDADE DOMÉSTICA > ACESSORIOS_DE_COZINHA . Preço final: R$ 16.00 . Descrição do produto: Espumadeira Brinox Jornata Aço Inox - 1649/304 / Garantia do Fabricante:03 meses / Marca:Brinox / Modelo:Jornata / Referência:1649/304 / Cor:Inox / Material:Aço Inox / Design:Base ampla e bordas levemente elevadas / Linha:Utensílios Jornata / Tipo de Produto:Ferramentas de Cozinha / Diferencial:Possui um orifício na extremidade do cabo que lhe permite pendurá-lo / Conteúdo da Embalagem:01 Espumadeira Jornata Brinox / Dimensões do Produto (AxLxP):0,12 x 23 cm / Peso do Produto:200 g / EAN:7896502853618 / Aviso: . Avaliado por 12 clientes, com nota média de 5.0 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""praticidade"",""beleza"",""qualidade"",""resistência"",""funcionalidade""],""Caracteristicas_Negativas"":[]} . Clientes também compraram: 218701 - COLHER P/ARROZ BRINOX JORNATA 1649/301, 218702 - CONCHA BRINOX TERRINA JORNATA 1649/303, 58408 - COLHER P/ARROZ TRAMONTINA 63906/101 IN, 59151 - CONCHA P/FEIJÃO TRAMONTINA 63906/191 IN, 201962 - PEGADOR P/MASSA TRAMONTINA 63800/605 IN ."
219549,CAÇAROLA TRAMONTINA TURIM 18 20261818 VM,"CAÇAROLA TRAMONTINA TURIM 18 20261818 VM . Categoria: UTILIDADE DOMÉSTICA > CACAROLA . Preço final: R$ 89.00 . Descrição do produto: Caçarola Tramontina Turim Alumínio Com Revestimento Antiaderente 18cm 2L Vermelha - 20261818 / Garantia do Fabricante:03 meses / Marca:Tramontina / Linha:Turim / Modelo:Caçarola / Referência:20261818 / Cor:Vermelha / Material:Alumínio, vidro e aço / Cabo:Em baquelite antitérmico, oferecem maior segurança durante o manuseio / Tampa:Tampa de vidro temperado com borda de aço inox / Capacidade:2 L / Revestimento:Interno e externo antiaderente Starflon Max que não gruda / Instruções de Uso:Para mexer os alimentos use somente utensílios de silicone, nylon ou madeira / Informações Adicionais:Não é prejudicial ã saúde, pois é livre de PFOA / Conteúdo da Embalagem:01 caçarola Turim Tramontina / Dimensões do Produto (AxLxP):12,6 x 19,3 x 30 cm / Peso do Produto:600 g / EAN:7891112313934 / Aviso: . Avaliado por 18 clientes, com nota média de 4.9 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""durabilidade"",""antiaderência"",""praticidade"",""resistência"",""facilidade de limpeza"",""qualidade"",""tamanho ideal""],""Caracteristicas_Negativas"":[]} . Clientes também compraram: 219550 - CAÇAROLA TRAMONTINA TURIM 20 20261820 VM, 219561 - PANELA TRAMONTINA TURIM 16 20262816 VM, 219564 - FRIGIDEIRA TRAMONTINA TURIM 20267822 VM, 219562 - PANELA TRAMONTINA TURIM 18 20262818 VM, 219565 - FERVEDOR TRAMONTINA TURIM 1L 20329712 VM ."
221916,CONCHA P/SORVETE TRAMONTINA 25607100 PT,"CONCHA P/SORVETE TRAMONTINA 25607100 PT . Categoria: UTILIDADE DOMÉSTICA > UTENSILIOS_DOMESTICOS . Preço final: R$ 24.00 . Descrição do produto: Concha Para Sorvete Tramontina Utilitá Preto - 25607100Utensílio de cozinha prático e funcional, ideal para servir sorvetes e sobremesas com facilidade. Com design moderno e elegante, ela é produzida em aço inox e possui cabo em polipropileno preto, que garante conforto e segurança durante o uso. / Garantia do Fabricante:03 meses / Marca:Tramontina / Linha:Utilitá / Modelo:Concha para sorvete / Referência:25607100 / Cor:Preto e prata / Cabo:De polipropileno que oferece segurança e resistência durante o manuseio / Lâmina:Em aço inox que proporcionam resistência durante o uso / Pode ir ao Micro-Ondas:Não / Pode ir Máquina Lava-Louças:Sim / Informações Adicionais:Seu cabo possui furo passante que possibilita guardá-la de diversas formas, de acordo com sua necessidade / Conteúdo da Embalagem:01 concha Tramontina / Dimensões do Produto (AxLxP):21,1 x 4,5 x 2,6 cm / Peso do Produto:70 g / Peso com Embalagem:80 g / EAN:7891112284449 / Aviso: . Avaliado por 12 clientes, com nota média de 5.0 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""qualidade"",""utilidade"",""praticidade"",""resistência"",""facilidade de limpeza"",""preço bom""],""Caracteristicas_Negativas"":[]} . Clientes também compraram: 201962 - PEGADOR P/MASSA TRAMONTINA 63800/605 IN, 58408 - COLHER P/ARROZ TRAMONTINA 63906/101 IN, 221917 - ESPÁTULA P/PIZZA TRAMONTINA 25632100 PT, 186870 - COLHER P/COQUETEL TRAMONTINA 63999/525, 187603 - COLHER P/ARROZ TRAMONTINA 63815/101 IN ."
223395,"ASSADEIRA ROCHEDO RET 2,8L FPF2 PR","ASSADEIRA ROCHEDO RET 2,8L FPF2 PR . Categoria: UTILIDADE DOMÉSTICA > ASSADEIRAS_FORMAS . Preço final: R$ 46.00 . Descrição do produto: Assadeira Rochedo Retangular Dura Mais Prata FPF2 / Garantia do Fabricante:03 Meses / Marca:Rochedo / Modelo:Assadeira Retangular / Referência:FPF2 / Cor:Prata / Material:Aluminio / Volume Total:2,8 Litros / Fonte de Calor:Forno / Conteúdo da Embalagem:01 Assadeira Rochedo Retangular FPF2 Prata / Dimensões do Produto (AxLxP):22,5 x 5 x 32,9 cm / Peso do Produto:300 g / EAN:7896075033271 / Aviso: . Avaliado por 14 clientes, com nota média de 4.7 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""excelente"",""qualidade"",""útil"",""versatilidade"",""tamanho perfeito"",""resistência"",""bom preço"",""fácil de limpar""],""Caracteristicas_Negativas"":[""tamanho menor do que esperado""]} . Clientes também compraram: 223393 - FORMA ROCHEDO P/PUDIM 20CM FPPT PR, 223392 - FORMA ROCHEDO P/BOLO 24CM FPBT PR, 223394 - FORMA ROCHEDO P/BOLO RED 30CM FPRE PR, 108306 - ASSADEIRA TRAMONTINA FD 28 20051/028 PT, 213100 - FORMA BRINOX P/BOLO 20CM 1460/310 GF ."
224007,CANTIL TÉRM ALADDIN KIDS 300ML 2077 SORT,"CANTIL TÉRM ALADDIN KIDS 300ML 2077 SORT . Categoria: UTILIDADE DOMÉSTICA > GARRAFAS . Preço final: R$ 32.00 . Descrição do produto: Cantil Térmico Aladdin Kids 300ml 2077 - Sortido / Garantia do Fabricante:03 meses / Marca:Alladin / Modelo:Kids / Referência:2077  / Cor:Sortido / Material:Plástico / Tampa:Rosqueável e removível / Capacidade:300ml / Livre:BPA / Conservação:Bebida quente por 2,5 horas | Gelada por 4,5 horas  / Correia:Ajustável e removível / Conteúdo da Embalagem:01 Cantil térmico / Dimensões do Produto (AxLxP):14,3x11x5,5cm / Peso do Produto:100g / EAN:7891108020778 / Aviso: / . Avaliado por 7 clientes, com nota média de 4.6 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""qualidade"",""praticidade"",""resistência"",""design atrativo"",""manutenção de temperatura""],""Caracteristicas_Negativas"":[]} . Clientes também compraram: 224005 - CANTIL TÉRM ALADDIN 600ML 492 AZ ."
226996,CENTRO DE MESA NORITEX 086-656751 BR,"CENTRO DE MESA NORITEX 086-656751 BR . Categoria: UTILIDADE DOMÉSTICA > CENTRO_DE_MESA . Preço final: R$ 74.00 . Descrição do produto: Centro De Mesa Noritex Branco/Dourado 086-656751 / Garantia do Fabricante:03 meses / Marca:Noritex / Referência:086-656751 / Cor:Branco / Material:Cerâmica / Uso:Decoração / Conteúdo da Embalagem:01 centro de mesa / Dimensões do Produto:22,5 x 14,5x5 cm / Capasidades:500 ml / EAN:7450119283604 / Aviso: . Clientes também compraram: 226997 - CENTRO DE MESA NORITEX 086-656755 BR/DO, 186682 - SUPORTE FUTURE P/UTENS/TALHERES 1604, 185945 - KIT TÊNIS DE MESA BELFIX 485000 ."
227789,GARRAFA TÉRM STANLEY FLIP GRAPEFRUT (MP),"GARRAFA TÉRM STANLEY FLIP GRAPEFRUT (MP) . Categoria: UTILIDADE DOMÉSTICA > ACESSORIOS_DE_COZINHA_MKTP . Preço final: R$ 269.90 . Descrição do produto: Garrafa Térmica Stanley Flip Straw Kids 500ml Grapefruit 8131 (MP). Garantia do Fabricante:03 meses. Marca:Stanley. Linha:Flip Straw Kids. Modelo:500 ml. Referência:8131. Cor:Laranja. Material:Aço inoxidável. Tampa:Possui alça para transporte, trava anti-vazamento e canudo de bico rígido retrátil. Térmico:Sim. Conservação:10 horas gelado | 30 horas com gelo. Informações Adicionais:Possui design ergonômico perfeito para mãos pequenas.. Conteúdo da Embalagem:01 garrafa térmica Stanley. Dimensões do Produto (AxLxP):20,6 x 8,2 x 8,2 cm. Peso do Produto:425 g. EAN:7891108081311. Aviso: . Avaliado por 1 clientes, com nota média de 5.0 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""qualidade"",""eficiência"",""satisfação"",""investimento""],""Caracteristicas_Negativas"":[]} . Clientes também compraram: 227788 - GARRAFA TÉRM STANLEY FLIP POOL 500ML(MP), 244482 - GARRAFA TÉRMICA STANLEY IRIS 8258 (MP) ."
227811,ESCORREDOR MARTIPLAST MULTIUSO EM770 BR,"ESCORREDOR MARTIPLAST MULTIUSO EM770 BR . Categoria: UTILIDADE DOMÉSTICA > ESCORREDOR . Preço final: R$ 28.00 . Descrição do produto: Escorredor Multiuso Martiplast Ou Gusto Branco EM770BCF / Garantia do Fabricante:03 meses / Fornecedor:Martiplast / Marca:Ou / Modelo:Gusta / Referência:EM770BCF / Cor:Branco / Material:Polipropileno / Cuidados:Este produto é BPA FREE, não vai ao freezer / Informações Adicionais:Possui cantos arredondados que facilitam a higienização / Conteúdo da Embalagem:01 escorredor / Dimensões do Produto (AxLxP):11,5 x 22,5 x 22,5 cm / Peso do Produto:155 g / EAN:7897386781264 / Aviso: . Avaliado por 4 clientes, com nota média de 5.0 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""praticidade"",""resistência"",""qualidade"",""tamanho ideal"",""recomendação""],""Caracteristicas_Negativas"":[]} . Clientes também compraram: 216428 - SALADEIRA COZA TRIANG 3,5L 10132/0465 VM, 185308 - JG 5P JARRA/COPO UZ UZ216 VM, 193632 - PASSADOR DE MASSA COZA MIX 10567/0465 VM, 199022 - PENEIRA MIMO 21CM 5664 IN, 227810 - ESCUMADEIRA MARTIPLAST GUSTO EM750 BR ."
227865,GARRAFA TÉRM ROJEMAC 600ML 29082 PT,"GARRAFA TÉRM ROJEMAC 600ML 29082 PT . Categoria: UTILIDADE DOMÉSTICA > GARRAFAS . Preço final: R$ 96.00 . Descrição do produto: Garrafa Térmica Rojemac Wolff Bird 600ml Preto 29082 / Garantia do Fabricante:03 meses / Marca:Rojemac / Modelo:Wolff Craft / Linha:Bird / Modelo:600 ml / Referência:29082 / Cor:Preto / Material:Plástico / Tampa:Com detalhe de passarinho referente a linha Bird / Térmico:Sim / Acabamento:Em relevo / Informações Adicionais:O detalhe do passarinho, o produto em relevo e as cores neutras deixam a garrafa térmica ainda mais linda / Conteúdo da Embalagem:01 garrafa térmica Wolff / Dimensões do Produto (AxLxP):27,5 x 13 x 19 cm / Peso do Produto:550 g / EAN:7895730290820 / Aviso: . Avaliado por 4 clientes, com nota média de 4.8 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""charme"",""beleza"",""encanto""],""Caracteristicas_Negativas"":[]} . Clientes também compraram: 227866 - GARRAFA TÉRM ROJEMAC 600ML 29083 BR, 227956 - GARRAFA TÉRM ROJEMAC BIRD 600ML 29085 NU, 227837 - AÇUCAREIRO ROJEMAC BUTTERFLY 29273 TR ."
227866,GARRAFA TÉRM ROJEMAC 600ML 29083 BR,"GARRAFA TÉRM ROJEMAC 600ML 29083 BR . Categoria: UTILIDADE DOMÉSTICA > GARRAFAS . Preço final: R$ 99.00 . Descrição do produto: Garrafa Térmica Rojemac Wolff Bird 600ml Branco 29083 / Garantia do Fabricante:03 meses / Fornecedor:Rojemac / Marca:Wolff / Linha:Bird / Modelo:600 ml / Referência:29083 / Cor:Branco / Material:Plástico / Tampa:Com detalhe de passarinho referente a linha Bird / Térmico:Sim / Acabamento:Em relevo / Informações Adicionais:O detalhe do passarinho, o produto em relevo e as cores neutras deixam a garrafa térmica ainda mais linda / Conteúdo da Embalagem:01 garrafa térmica Wolff / Dimensões do Produto (AxLxP):27,5 x 13 x 19 cm / Peso do Produto:550 g / EAN:7895730290837 / Aviso: . Avaliado por 12 clientes, com nota média de 4.9 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""beleza"",""design"",""praticidade"",""durabilidade"",""recomendação"",""eficácia""],""Caracteristicas_Negativas"":[""falta de funcionalidade""]} . Clientes também compraram: 227865 - GARRAFA TÉRM ROJEMAC 600ML 29082 PT, 227956 - GARRAFA TÉRM ROJEMAC BIRD 600ML 29085 NU, 221411 - JG 8P XÍCARA FULL FIT P/CHÁ DIAMAN 28534 ."
228346,CJ 7P FACAS BRINOX C/CEPO 2556/111 PT,"CJ 7P FACAS BRINOX C/CEPO 2556/111 PT . Categoria: UTILIDADE DOMÉSTICA > CUTELARIA . Preço final: R$ 96.00 . Descrição do produto: Jogo De Facas Brinox 7 Peças Com Cepo Cross Preto 2556111. Garantia do Fabricante:03 meses / Marca:Brinox / Linha:Cross / Modelo:Jogo de Facas Cross / Referência:2556111 / Cor:Preto / Material:Aço inoxidável / Cabo:Em polipropileno texturizado / Lâmina:Chanfrada / Pode ir ao Micro-Ondas:Não / Pode ir Máquina Lava-Louças:Sim / Informações Adicionais: conjunto de facas é ideal para o preparo de suas receitas com corte de carnes, legumes, pães e outros alimentos com facilidade e precisão / Conteúdo da Embalagem:01 faca para carne, 01 faca para pão, 01 faca para cozinha, 01 faca multiuso, 01 faca para legumes, 01 tesoura e 01 cepo de madeira / Peso do Produto:860 g / EAN:7896502840755 / Aviso: . Avaliado por 5 clientes, com nota média de 5.0 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""corte perfeito"",""qualidade"",""utilidade"",""satisfação"",""amoladas"",""visualmente atraente""],""Caracteristicas_Negativas"":[]} . Clientes também compraram: 208261 - JG 5P UTENSÍLIOS TRAMONTINA 25199/007 PT, 199030 - TÁBUA MIMO P/CORTE GOURM ECOKITCHEN 5934, 185504 - CJ 24P TALHER BRINOX ITAPAR 6000/712 PT, 173444 - AFIADOR DE FACAS MOR 3901 PT, 199040 - TÁBUA MIMO P/CORTE GOURM ECOKITCHEN 5936 ."
228349,"FACA BRINOX P/CARNE 8"" CROSS 2556/300 PT","FACA BRINOX P/CARNE 8"" CROSS 2556/300 PT . Categoria: UTILIDADE DOMÉSTICA > CUTELARIA . Preço final: R$ 22.00 . Descrição do produto: Faca Brinox Para Carne Cross 8 Preto 2556300. Garantia do Fabricante:03 meses / Marca:Brinox / Linha:Cross / Modelo:Faca para Carne / Referência:2556300 / Cor:Preto / Material:Aço inoxidável / Cabo:Ergonômicos em polipropileno, com textura antiderrapante, são ideais para uso diário, facilitando a limpeza da faca / Lâmina:Possui lâmina em aço inox com fio de corte com maior durabilidade e precisão / Pode ir ao Micro-Ondas:Não / Pode ir Máquina Lava-Louças:Sim / Instruções de Uso:Produtos abrasivos como palha de aço e outros, poderão riscar ou prejudicar o brilho / Informações Adicionais:É o produto ideal para todos os tipos de carne que completa a sua linha de facas do dia a dia / Conteúdo da Embalagem:01 faca Brinox / Dimensões do Produto (AxLxP):32,5 x 4,2 x 2,2 cm / Peso do Produto:102 g / EAN:7896502840649 / Aviso: . Avaliado por 4 clientes, com nota média de 5.0 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""qualidade"",""leveza"",""resistência"",""eficiência""],""Caracteristicas_Negativas"":[]} . Clientes também compraram: 228348 - FACA BRINOX SANTOKU 7"" CROSS 2556/304 PT, 173444 - AFIADOR DE FACAS MOR 3901 PT, 186888 - FACA TRAMONTINA 22902/107 IN, 208261 - JG 5P UTENSÍLIOS TRAMONTINA 25199/007 PT, 199030 - TÁBUA MIMO P/CORTE GOURM ECOKITCHEN 5934 ."
228530,COQUETELEIRA FULL FIT 450ML 26315,"COQUETELEIRA FULL FIT 450ML 26315 . Categoria: UTILIDADE DOMÉSTICA > ACESSORIOS_DE_COZINHA . Preço final: R$ 28.00 . Descrição do produto: Coqueteleira Full Fit Com Canudo Dynasty Open Bar 450ml 26315. Garantia do Fabricante:03 meses / Fornecedor:Full Fit / Marca:Dynasty / Linha:Open Bar / Modelo:Coqueteleira / Referência:26315 / Cor:Transparente / Material:Vidro / Formato:Cilíndrico / Capacidade:450 ml / Informações Adicionais:Possui canudo / Conteúdo da Embalagem:01 coqueteleira Dynasty / Dimensões do Produto (AxLxP):15,3 x 8,8 x 8,8 cm / Peso do Produto:420 g / EAN:7893220262500 / Aviso: . Avaliado por 7 clientes, com nota média de 5.0 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""incrível"",""resistência"",""praticidade"",""qualidade"",""opção de presente""],""Caracteristicas_Negativas"":[]} . Clientes também compraram: 228967 - MINI PROCESSADOR RELOBRAZ ALIM 78973SORT, 236855 - MORINGA ROJEMAC C/COPO CHESS 500ML 20519, 185308 - JG 5P JARRA/COPO UZ UZ216 VM ."
228551,JG 6P COPO FULL FIT FOREST 350ML 25526,"JG 6P COPO FULL FIT FOREST 350ML 25526 . Categoria: UTILIDADE DOMÉSTICA > CONJUNTO_DE_TACAS_COPOS_E_CANECAS . Preço final: R$ 69.00 . Descrição do produto: Jogo De Copos Full Fit 6 Peças L&#39;Hermitage Forest 350ml Transparente 25526. Garantia do Fabricante:03 meses / Fornecedor:Full Fit / Marca:L&#39;Hermitage / Linha:Forest / Modelo:Copo Alto / Referência:25526 / Cor:Transparente / Material:Cristal ecológico / Formato:Cilíndrico / Capacidade:350ml / Conteúdo da Embalagem:06 copos altos / Dimensões do Produto (AxLxP):15 x 8 x 8 cm / Peso do Produto:2,52 kg / EAN:7893220251870 / Aviso: . Avaliado por 8 clientes, com nota média de 5.0 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""beleza"",""resistência"",""qualidade"",""preço acessível"",""tamanho"",""estética"",""satisfação"",""recomendação""],""Caracteristicas_Negativas"":[]} . Clientes também compraram: 228552 - JG 6P COPO FULL FIT ESPLANAD 350ML 25527, 228502 - CJ 6P TAÇA FULL FIT CAMERATTA 29063, 228553 - JG 6P COPO FULL FIT ESPLANAD 310ML 25524 ."
228774,FACA MIMO MULTIUSO 6923 IN,"FACA MIMO MULTIUSO 6923 IN . Categoria: UTILIDADE DOMÉSTICA > UTENSILIOS_DOMESTICOS . Preço final: R$ 44.00 . Descrição do produto: Faca Mimo Style Multiuso 8 Inox Prata 6923. Garantia do Fabricante:03 meses / Marca:Mimo Style / Modelo:Faca Multiuso / Referência:6923 / Cor:Prata / Material:Aço inoxidável / Lâmina:20 cm / Pode ir ao Micro-Ondas:Não / Pode ir Máquina Lava-Louças:Sim / Informações Adicionais:Possui uma lâmina extremamente afiada, combinando mais precisão no corte com ultra conforto / Conteúdo da Embalagem:01 faca multiuso Mimo Style / Dimensões do Produto (AxLxP):33,5 x 3,5 x 2 cm / Peso do Produto:130 g / EAN:7908216102514 / Aviso: . Avaliado por 2 clientes, com nota média de 5.0 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""design bonito"",""eficácia"",""satisfação"",""recomendação""],""Caracteristicas_Negativas"":[]} . Clientes também compraram: 228773 - FACA MIMO CHEF 6921 IN, 228775 - FACA MIMO P/PÃO 6924 IN, 173444 - AFIADOR DE FACAS MOR 3901 PT, 226211 - FACA MIMO CHEF PREMIUM 7809AC21058 IN/GD, 127670 - JG 6P CHAVES FENDA TRAMONTINA 41110/506 ."
